Partner Name,Pillar,Solution (Sales Play),Product,Tier 1 Profiles Count,Tier 2 Profiles Count,Total Tier 1 & 2 Profiles,Capacity Status (DRP vs Workloads)
Admazing Cloud,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Admazing Cloud,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,1,,1,🟢 Ready (1 profiles)
Admazing Cloud,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,1,1,2,🟢 Ready (2 profiles)
Admazing Cloud,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Admazing Cloud,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Admazing Cloud,Security,Agentic Defense with Google Security,Security Command Center,1,,1,🟢 Ready (1 profiles)
Admazing Cloud,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Admazing Cloud,Security,Secure Innovation with Google Cloud,Cloud Security,1,,1,🟢 Ready (1 profiles)
Admazing Cloud,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Algeiba Business Solutions,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,1,1,🟢 Ready (1 profiles)
Algeiba Business Solutions,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Algeiba Business Solutions,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,🔴 Gap (0 DRP / 5 wkls)
Algeiba Business Solutions,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,1,,1,🟡 Constrained (1 DRP / 2 wkls)
Algeiba Business Solutions,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Algeiba Business Solutions,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Algeiba Business Solutions,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Algeiba Business Solutions,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Algeiba Business Solutions,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
Algeiba Business Solutions,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Algeiba Business Solutions,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Algeiba Business Solutions,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 7 wkls)
Algeiba Business Solutions,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
Algeiba Business Solutions,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Algeiba Business Solutions,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Algeiba Business Solutions,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Algeiba Business Solutions,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Algeiba Business Solutions,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Algeiba Business Solutions,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Algeiba Business Solutions,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Algeiba Business Solutions,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Algeiba Business Solutions,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Algeiba Business Solutions,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Algeiba Business Solutions,Databases,The AI Ready Data Cloud,Cloud SQL,,,,🔴 Gap (0 DRP / 1 wkls)
Algeiba Business Solutions,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Algeiba Business Solutions,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Algeiba Business Solutions,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Algeiba Business Solutions,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,1,1,🟢 Ready (1 profiles)
Algeiba Business Solutions,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,2,1,3,🟢 Ready (3 profiles)
Algeiba Business Solutions,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,5,,5,🟢 Ready (5 profiles)
Algeiba Business Solutions,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Algeiba Business Solutions,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Algeiba Business Solutions,Security,Agentic Defense with Google Security,Security Command Center,1,,1,🟢 Ready (1 profiles)
Algeiba Business Solutions,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Algeiba Business Solutions,Security,Secure Innovation with Google Cloud,Cloud Security,1,,1,🟢 Ready (1 profiles)
Algeiba Business Solutions,Workspace,Agentic Workplace Transformation,Workspace,,1,1,🟢 Ready (1 profiles)
BFS Ingeniería Aplicada,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
BFS Ingeniería Aplicada,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
BFS Ingeniería Aplicada,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Rubik,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Rubik,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Rubik,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Rubik,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,🔴 Gap (0 DRP / 2 wkls)
Rubik,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Rubik,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Rubik,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Rubik,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Rubik,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 2 wkls)
Rubik,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Rubik,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Rubik,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
Rubik,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
Rubik,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Rubik,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Rubik,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,🔴 Gap (0 DRP / 2 wkls)
Rubik,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Rubik,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Rubik,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Rubik,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Rubik,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Rubik,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Rubik,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Rubik,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Rubik,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Rubik,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Rubik,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Rubik,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Rubik,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Rubik,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Rubik,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Rubik,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Rubik,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Rubik,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Rubik,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Rubik,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Super Software,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Super Software,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Super Software,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Super Software,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,🔴 Gap (0 DRP / 3 wkls)
Super Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Super Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Super Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Super Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Super Software,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 6 wkls)
Super Software,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Super Software,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Super Software,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 4 wkls)
Super Software,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Super Software,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Super Software,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Super Software,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Super Software,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,🔴 Gap (0 DRP / 1 wkls)
Super Software,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Super Software,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Super Software,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Super Software,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Super Software,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Super Software,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,🔴 Gap (0 DRP / 1 wkls)
Super Software,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Super Software,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Super Software,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Super Software,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Super Software,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Super Software,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Super Software,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Super Software,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Super Software,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Super Software,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Super Software,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Super Software,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Super Software,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Tigabytes,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Tigabytes,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,2,2,🟢 Ready (2 profiles)
Tigabytes,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,4,4,🟢 Ready (4 profiles)
Tigabytes,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,5,6,11,🟢 Ready (11 profiles)
Tigabytes,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,2,2,🟢 Ready (2 profiles)
Tigabytes,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Tigabytes,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,1,1,🟢 Ready (1 profiles)
Tigabytes,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Tigabytes,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,4,2,6,🟢 Ready (6 profiles)
Tigabytes,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,4,2,6,🟢 Ready (6 profiles)
Tigabytes,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Tigabytes,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,4,2,6,🟢 Ready (6 DRP / 2 wkls)
Tigabytes,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,4,2,6,🟢 Ready (6 profiles)
Tigabytes,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,2,,2,🟢 Ready (2 profiles)
Tigabytes,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Tigabytes,Data & Analytics,The AI Ready Data Cloud,BigQuery,2,,2,🟢 Ready (2 profiles)
Tigabytes,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Tigabytes,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Tigabytes,Data & Analytics,The AI Ready Data Cloud,Looker,2,,2,🟢 Ready (2 profiles)
Tigabytes,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Tigabytes,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,1,1,2,🟢 Ready (2 profiles)
Tigabytes,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Tigabytes,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Tigabytes,Databases,The AI Ready Data Cloud,Cloud SQL,1,1,2,🟢 Ready (2 profiles)
Tigabytes,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Tigabytes,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,2,2,🟢 Ready (2 profiles)
Tigabytes,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Tigabytes,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Tigabytes,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,4,4,8,🟢 Ready (8 profiles)
Tigabytes,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,4,6,10,🟢 Ready (10 profiles)
Tigabytes,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Tigabytes,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Tigabytes,Security,Agentic Defense with Google Security,Security Command Center,3,,3,🟢 Ready (3 profiles)
Tigabytes,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Tigabytes,Security,Secure Innovation with Google Cloud,Cloud Security,2,2,4,🟢 Ready (4 profiles)
Tigabytes,Workspace,Agentic Workplace Transformation,Workspace,6,5,11,🟢 Ready (11 profiles)
Xertica,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,2,2,🟢 Ready (2 profiles)
Xertica,Application Modernization,"Migrate, Modernize and Build",Cloud Run,3,4,7,🟢 Ready (7 profiles)
Xertica,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,1,7,8,🟢 Ready (8 DRP / 5 wkls)
Xertica,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,9,9,18,🟡 Constrained (18 DRP / 43 wkls)
Xertica,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,2,1,3,🟢 Ready (3 profiles)
Xertica,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,1,1,2,🟢 Ready (2 profiles)
Xertica,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Xertica,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,1,1,2,🟢 Ready (2 profiles)
Xertica,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,18,17,35,🟢 Ready (35 DRP / 8 wkls)
Xertica,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,18,17,35,🟢 Ready (35 profiles)
Xertica,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,9,14,23,🟢 Ready (23 profiles)
Xertica,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,18,17,35,🟡 Constrained (35 DRP / 54 wkls)
Xertica,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,18,17,35,🟢 Ready (35 DRP / 6 wkls)
Xertica,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,15,2,17,🟢 Ready (17 profiles)
Xertica,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,3,6,9,🟢 Ready (9 profiles)
Xertica,Data & Analytics,The AI Ready Data Cloud,BigQuery,15,2,17,🟢 Ready (17 DRP / 11 wkls)
Xertica,Data & Analytics,The AI Ready Data Cloud,Dataflow,3,6,9,🟢 Ready (9 DRP / 1 wkls)
Xertica,Data & Analytics,The AI Ready Data Cloud,Dataproc,,1,1,🟢 Ready (1 profiles)
Xertica,Data & Analytics,The AI Ready Data Cloud,Looker,11,3,14,🟢 Ready (14 DRP / 1 wkls)
Xertica,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Xertica,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,1,,1,🟢 Ready (1 profiles)
Xertica,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Xertica,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,🔴 Gap (0 DRP / 3 wkls)
